
Sync-Point 0, Time: 0, Nf = 0000110000, Systemstep: 0
Sync-Point 324, Time: 0.179688, Nf = 0000068020, Systemstep: 0.00012207

Sync-Point 325, Time: 0.17981, Nf = 0000000010, Systemstep: 0.00012207

Sync-Point 326, Time: 0.179932, Nf = 0000000482, Systemstep: 0.00012207

Sync-Point 327, Time: 0.180054, Nf = 0000000008, Systemstep: 0.00012207

Sync-Point 328, Time: 0.180176, Nf = 0000000788, Systemstep: 0.00012207

Sync-Point 329, Time: 0.180298, Nf = 0000000003, Systemstep: 0.00012207

Sync-Point 330, Time: 0.18042, Nf = 0000000465, Systemstep: 0.00012207

